id,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,DateIn,DateRetrofit,DateOut,lat,lon,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,EIC,projectID,geometry,index_right,NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,MOUNT_TYPE,URBN_TYPE,COAST_TYPE,FID,zone,Fuelprice,specCO2EM
6545,Zwsf,Waste,Steam Turbine,PP,Germany,2.5,0.33,2004.0,2004.0,,52.53505,12.36259,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1232'}},POINT (4481287.189826369 3272138.4429651164),DE4,DE4,1,DE,Brandenburg,Brandenburg,0.0,0,0,DE4,North,80.0,400
252,Schkopau,Lignite,Steam Turbine,CHP,Germany,903.697079209118,0.3904,1995.0,1996.0,2034.0,51.3985,11.9504,,0.0,0.0,0.0,{'11WD8SCHK1L----O'},"{'BEYONDCOAL': {'BEYOND-DE-200'}, 'ENTSOE': {'11WD8SCHK1L----O'}, 'OPSD': {'BNA0878', 'BNA0879'}, 'GEM': {'G108877', 'G108876'}, 'GEO': {'GEO-43186'}}",POINT (4456719.11389733 3144888.1511841877),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,10.0,900
1355,Waehlitz,Lignite,Steam Turbine,PP,Germany,34.11917543952793,0.3856,1994.0,1994.0,,51.1663,12.0764,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-DE-131'}, 'OPSD': {'BNA1002'}, 'GEM': {'G110687'}}",POINT (4466215.804591836 3119305.6412652843),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,10.0,900
1360,Deuben,Hard Coal,Steam Turbine,PP,Germany,79.28657826443299,0.2464,1936.0,1936.0,2021.0,51.111944,12.076111,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-DE-29'}, 'OPSD': {'BNA0196'}, 'GEM': {'G102328'}}",POINT (4466366.575120047 3113260.0254177493),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,16.666666666666664,1100
4112,Industriekraftwerk Bernburg Ikb,Natural Gas,CCGT,CHP,Germany,140.5,0.63,1994.0,2020.0,,51.802609,11.751511,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0088a'}, 'GEM': {'L400119'}}",POINT (4441804.966204082 3189487.6348297517),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4113,Gud Bitterfeld,Natural Gas,CCGT,CHP,Germany,106.0,0.54,2000.0,2000.0,,51.633861,12.299357,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0105'}, 'GEM': {'L400120'}}",POINT (4480169.639089648 3171769.4397858423),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4118,Dessau,Natural Gas,Steam Turbine,CHP,Germany,39.0,0.3806,1996.0,1996.0,,51.82685,12.23003,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0194'}, 'GEM': {'L101981'}}",POINT (4474716.2168057915 3193084.4829146597),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4328,Ez,Natural Gas,Steam Turbine,PP,Germany,23.3,0.3773,1993.0,1993.0,,51.04885,12.11038,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1400b'}, 'GEM': {'L400258'}}",POINT (4468966.893812561 3106312.0770373303),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4347,Gud Ikw Stassfurt,Natural Gas,CCGT,CHP,Germany,100.0,0.6075,2015.0,2015.0,,51.865527,11.573813,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0922'}, 'GEM': {'L400254'}}",POINT (4429399.993959566 3196207.417179398),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4350,Gud Leuna,Natural Gas,CCGT,CHP,Germany,39.0,0.531,1994.0,1998.0,,51.29976,12.0193,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0592'}, 'GEM': {'L400204'}}",POINT (4461814.911936165 3134036.688192156),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4358,Halle Trotha,Natural Gas,CCGT,CHP,Germany,153.1,0.4667168517308949,2005.0,2013.0,,51.502245,11.95382,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0392a', 'BNA0392b'}, 'GEM': {'L400176'}}",POINT (4456648.909428386 3156433.369692575),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
4361,Werk Klein Wanzleben,Natural Gas,Steam Turbine,PP,Germany,23.4,0.3784,1994.0,1994.0,,52.070093,11.385306,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1506'}, 'GEM': {'L400195'}}",POINT (4415984.933633297 3218701.91457033),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
6110,Biomasseheizkraftwerk Piesteritz,Bioenergy,Steam Turbine,PP,Germany,18.1,0.38,2009.0,2009.0,,51.870883,12.569466,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0621'}},POINT (4497930.435562951 3198751.067945345),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,40.0,200
6150,Dampfturbinenanlage Der Ebs Kessel,Waste,,PP,Germany,35.0,0.33,2009.0,2020.0,,51.801239,11.75441,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0088b'}},POINT (4442008.538270147 3189340.0459137284),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,80.0,400
6191,Ez,Lignite,Steam Turbine,PP,Germany,23.3,0.3831999999999999,1993.0,1993.0,,51.04885,12.11038,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1400a'}},POINT (4468966.893812561 3106312.0770373303),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,10.0,900
6226,Grubenheizkraftwerk,Lignite,Steam Turbine,PP,Germany,45.0,0.3496,1979.0,1979.0,,51.462749,11.714028,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1486'}},POINT (4440107.462662612 3151622.0107061975),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,10.0,900
6257,Ilk Gud,Natural Gas,CCGT,CHP,Germany,135.7,0.4045025792188652,1994.0,2010.0,,51.299760000000006,12.0193,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0598b', 'BNA0593', 'BNA0595', 'BNA0597', 'BNA0594'}}",POINT (4461814.911936165 3134036.6881921566),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
6304,Kwk Anlage Barby,Natural Gas,Steam Turbine,CHP,Germany,17.8,0.3784,1994.0,1994.0,,51.983192,11.87656,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0051'}},POINT (4449910.181704104 3209789.1568560195),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
6347,Mhkw Rothensee,Waste,Steam Turbine,PP,Germany,58.4,0.33,2005.0,2006.0,,52.18534,11.67906,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0622', 'BNA0623'}}",POINT (4435826.4718503095 3231945.956748263),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,80.0,400
6390,Pd Energy Gmbh,Waste,Steam Turbine,PP,Germany,9.9,0.33,2010.0,2010.0,,51.62965,12.28922,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1108'}},POINT (4479482.867506149 3171279.0562068056),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,80.0,400
6423,Raffineriekraftwerk,Oil,,PP,Germany,92.5,0.38,1997.0,1997.0,,51.29976,12.0193,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0596'}},POINT (4461814.911936165 3134036.688192156),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,100.0,800
6427,Remondis Thermische Abfallverwertung Gmbh,Waste,Steam Turbine,PP,Germany,24.0,0.33,2008.0,2008.0,,51.86615,11.576296,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1262'}},POINT (4429569.486202467 3196280.4153091125),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,80.0,400
6457,Sita Abfallverwertung Gmbh,Waste,Steam Turbine,PP,Germany,23.0,0.33,2005.0,2005.0,,51.18158,12.01965,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1198'}},POINT (4462201.326052869 3120893.8081720355),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,80.0,400
6467,Spitzenlastkraftwerk Grosskayna,Oil,Steam Turbine,PP,Germany,120.0,0.3644,1994.0,1994.0,,51.291920000000005,11.94645,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0373'}},POINT (4456759.324499853 3133026.855896246),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,100.0,800
6469,Spitzenlastkraftwerk Wolfen,Natural Gas,Steam Turbine,PP,Germany,40.0,0.3817,1997.0,1997.0,,51.643127,12.228892,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1074'}},POINT (4475262.125950291 3172648.648252415),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
6473,Steinitz,Natural Gas,Steam Turbine,PP,Germany,11.4,0.3839000000000001,1999.0,1999.0,,52.83005,11.10328,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1403'}},POINT (4395361.498667134 3302926.8164457427),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
6474,Stendal,Natural Gas,Steam Turbine,CHP,Germany,13.2,0.3784,1994.0,1994.0,,52.6087132,11.8324507,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1489'}},POINT (4445122.9709312115 3279296.210544464),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
6498,Trea Leuna,Waste,Steam Turbine,PP,Germany,32.5,0.33,2005.0,2007.0,,51.29976,12.0193,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0591', 'BNA0590'}}",POINT (4461814.911936165 3134036.688192156),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,80.0,400
6525,Werk Konnern,Lignite,Steam Turbine,PP,Germany,20.3,0.4336,2014.0,2014.0,,51.69784,11.7581,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1185'}},POINT (4442540.19998734 3177844.5279961405),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,10.0,900
6539,Zellstoff Stendal Gmbh,Bioenergy,Steam Turbine,PP,Germany,138.9,0.38,2004.0,2004.0,,52.72713,12.01115,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0027'}},POINT (4456857.307580771 3292788.731064351),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,40.0,200
6540,Zielitz,Natural Gas,Steam Turbine,PP,Germany,27.0,0.3806,1996.0,1996.0,,52.29848,11.67963,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1089'}},POINT (4435574.168800257 3244533.2308013984),DEE,DEE,1,DE,Sachsen-Anhalt,Sachsen-Anhalt,0.0,0,0,DEE,North,20.0,500
482,Zolling Leininger,Hard Coal,Steam Turbine,CHP,Germany,436.99811741094464,,1986.0,2011.0,,48.4552,11.7995,,0.0,0.0,0.0,{'11WD2ZOLL0002880'},"{'BEYONDCOAL': {'BEYOND-DE-243'}, 'ENTSOE': {'11WD2ZOLL0002880'}, 'GEM': {'G111745'}, 'GEO': {'GEO-44462'}}",POINT (4454142.334568147 2817373.0576065434),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,16.666666666666664,1100
634,Irsching,Natural Gas,CCGT,PP,Germany,1822.0,0.5867942430703624,1974.0,2011.0,,48.76702,11.580033,,0.0,0.0,0.0,{'11WD2IRSC000179N'},"{'ENTSOE': {'11WD2IRSC000179N'}, 'OPSD': {'BNA0994', 'BNA0995'}, 'GEM': {'L400188'}, 'GEO': {'GEO-44306'}}",POINT (4437181.020825329 2851656.896255475),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
657,Franken,Natural Gas,CCGT,PP,Germany,823.0,0.4257174969623329,1973.0,1976.0,,49.420836,11.007737,,0.0,0.0,0.0,{'11WD2GEBE000177K'},"{'ENTSOE': {'11WD2GEBE000177K'}, 'OPSD': {'BNA0745', 'BNA0744'}, 'GEM': {'L400156'}, 'GEO': {'GEO-44466'}}",POINT (4394126.995002626 2923605.076253373),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
705,Munich North,Hard Coal,Steam Turbine,CHP,Germany,336.50698914555863,,1986.0,,,48.1812,11.6398,,0.0,0.0,0.0,"{'11WD2NO2K000308Z', '11WD2WBNK000318M'}","{'BEYONDCOAL': {'BEYOND-DE-217'}, 'ENTSOE': {'11WD2NO2K000308Z', '11WD2WBNK000318M'}, 'GEM': {'G107101'}, 'GEO': {'GEO-44308'}}",POINT (4442988.92504287 2786649.489326872),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,16.666666666666664,1100
1255,Ingolstadt,Oil,Steam Turbine,PP,Germany,772.0,0.35585,1973.0,1974.0,,48.761412,11.503001,,0.0,0.0,0.0,{'11WD2INGO0001783'},"{'ENTSOE': {'11WD2INGO0001783'}, 'OPSD': {'BNA0379', 'BNA0378'}, 'GEO': {'GEO-44469'}}",POINT (4431530.171218751 2850915.1142755155),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,100.0,800
1258,Burghausen Gt,Natural Gas,CCGT,CHP,Germany,120.0,0.5445,2001.0,2001.0,,48.186212,12.845768,,0.0,0.0,0.0,{'11WD2BUKW000310A'},"{'ENTSOE': {'11WD2BUKW000310A'}, 'OPSD': {'BNA0172a'}, 'GEM': {'L400125'}}",POINT (4532642.920175043 2789930.308286851),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
1260,Plattling,Natural Gas,CCGT,CHP,Germany,120.0,0.585,2010.0,2010.0,,48.78742,12.88246,,0.0,0.0,0.0,{'11WD2PLAT000267Z'},"{'ENTSOE': {'11WD2PLAT000267Z'}, 'OPSD': {'BNA0805'}, 'GEM': {'L400237'}}",POINT (4532819.231281739 2856822.150894591),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
1267,Nurnberg Sandreuth,Natural Gas,CCGT,CHP,Germany,181.0,0.5625,2005.0,2005.0,,49.438611,11.060556,,0.0,0.0,0.0,{'11WD2SRKW000345J'},"{'ENTSOE': {'11WD2SRKW000345J'}, 'OPSD': {'BNA0742', 'BNA0743'}, 'GEM': {'L400243'}}",POINT (4397931.494155024 2925635.303791424),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
1359,Erlangen,Hard Coal,CCGT,CHP,Germany,28.3,0.5720883392226148,1980.0,2014.0,2020.0,49.5925,11.0021,,0.0,0.0,0.0,{nan},"{'BEYONDCOAL': {'BEYOND-DE-79'}, 'OPSD': {'BNA0261a', 'BNA0261c'}, 'GEM': {'L400150'}}",POINT (4393461.855689983 2942686.80865272),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,16.666666666666664,1100
2444,Freimann,Natural Gas,Steam Turbine,CHP,Germany,100.0,,1974.0,,,48.1889,11.5957,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'L400159'}, 'GEO': {'GEO-44309'}}",POINT (4439690.77875679 2787433.2515164386),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
2446,Munchen Sud,Natural Gas,CCGT,CHP,Germany,643.0,,1980.0,,,48.114,11.556,,0.0,0.0,0.0,"{nan, nan}","{'GEM': {'L400217'}, 'GEO': {'GEO-44307'}}",POINT (4436909.269887499 2779047.4414839204),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4074,Irsching,Oil,Steam Turbine,PP,Germany,415.0,0.3564,1974.0,1974.0,,48.76702,11.580033,,0.0,0.0,0.0,{'11WD2IRSC000179N'},"{'OPSD': {'BNA0993'}, 'GEO': {'GEO-44483', 'GEO-44305'}}",POINT (4437181.020825329 2851656.896255475),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,100.0,800
4102,Obernburg,Natural Gas,CCGT,CHP,Germany,100.0,0.3825,1920.0,1995.0,,49.82935,9.14824,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0755b', 'BNA0755a'}, 'GEM': {'L400110'}}",POINT (4259709.648502092 2968887.4240462277),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4107,Upm Augsburg,Natural Gas,Steam Turbine,CHP,Germany,29.0,0.3487,1967.0,1967.0,,48.38008,10.90143,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1103'}, 'GEM': {'L407631'}}",POINT (4387800.766933238 2807807.714073149),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4111,Cogeneration,Natural Gas,Steam Turbine,CHP,Germany,25.4,0.3806,1996.0,1996.0,,48.78789,11.75617,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0702'}, 'GEM': {'L400116'}}",POINT (4450075.703931852 2854269.54493984),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4234,Eltmann,Natural Gas,Steam Turbine,CHP,Germany,57.0,0.3927,2007.0,2007.0,,49.984,10.65137,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0243'}, 'GEM': {'L400139'}}",POINT (4367720.697692307 2985938.410679706),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4345,Gasturbine,Natural Gas,Steam Turbine,CHP,Germany,30.7,0.3904,1976.0,2004.0,,48.40099,10.93576,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0033'}, 'GEM': {'L400252'}}",POINT (4390315.873539945 2810163.3792634336),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4353,Heizkraftwerke An Der Friedensbrucke,Natural Gas,Steam Turbine,CHP,Germany,122.0,0.3847754098360656,1971.0,2009.0,,49.800041,9.923136,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1087', 'BNA1085', 'BNA1086', 'BNA1088'}, 'GEM': {'L400161'}}",POINT (4315465.567025497 2965275.4473113287),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4354,Industriepark Werk Gendorf,Natural Gas,Steam Turbine,CHP,Germany,73.1,0.3872,2002.0,2002.0,,48.17679,12.73056,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0174'}, 'GEM': {'L400167'}}",POINT (4524117.089481936 2788560.240108717),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4398,Upm Schongau,Natural Gas,Steam Turbine,CHP,Germany,140.0,0.3702285714285714,1954.0,2014.0,,47.80811,10.90251,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1248b', 'BNA1248a'}, 'GEM': {'L400270'}}",POINT (4388637.451812304 2744246.214136035),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
4402,Werk,Natural Gas,Steam Turbine,CHP,Germany,27.1,0.4058999999999999,2012.0,2019.0,,48.1869714,11.5660862,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNa1947', 'BNA1946'}, 'GEM': {'L400276'}}",POINT (4437492.8697857065 2787171.7960125185),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6071,Altenstadt,Bioenergy,Steam Turbine,CHP,Germany,9.8,0.38,1999.0,1999.0,,47.79714,10.85874,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0021'}},POINT (4385371.101991913 2742988.2258823845),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,40.0,200
6082,Ava Gmbh,Waste,Steam Turbine,PP,Germany,10.0,0.33,1994.0,1994.0,,48.40113,10.9356,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1295'}},POINT (4390303.829708138 2810178.7891228944),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,80.0,400
6118,Blockheizkraftwerk,Bioenergy,Steam Turbine,PP,Germany,1.9,0.38,2005.0,2010.0,,49.988218,9.155761,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1337c', 'BNA1337b'}}",POINT (4260451.374042213 2986548.429928103),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,40.0,200
6119,Bmhkw Binderholz,Bioenergy,Steam Turbine,PP,Germany,15.13,0.38,2007.0,2007.0,,48.79123,11.50679,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0553'}},POINT (4431742.411525502 2854235.055323532),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,40.0,200
6136,Burghausen Dt,Natural Gas,Steam Turbine,PP,Germany,50.0,0.3619,1979.0,1979.0,,48.186212,12.845768,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0172b'}},POINT (4532642.920175043 2789930.308286851),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6151,Der Sappi Stockstadt Gmbh,Bioenergy,Steam Turbine,CHP,Germany,13.9934,0.38,2003.0,2003.0,,49.97745,9.06872,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0926a'}},POINT (4254194.173698243 2985426.4399828194),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,40.0,200
6152,Dingolfing Ba,Natural Gas,Steam Turbine,CHP,Germany,29.5,0.4047067796610169,2017.0,2019.0,,48.64456129999999,12.482933,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1944', 'BNA1873'}}",POINT (4503997.028304161 2839879.7351627806),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6153,Dkw Leinau,Oil,Steam Turbine,PP,Germany,11.4,0.3608,1978.0,1978.0,,47.912537,10.61174,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1227'}},POINT (4366753.378937534 2755627.134199089),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,100.0,800
6154,Dkw Nord,Oil,Steam Turbine,PP,Germany,11.4,0.3718,1988.0,1988.0,,48.062671,10.486643,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1212'}},POINT (4357290.307185548 2772241.7913099453),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,100.0,800
6180,Energiezentrale,Natural Gas,Steam Turbine,PP,Germany,33.74,0.3909179608772969,1992.0,2014.0,,48.357442,11.78504,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1327a', 'BNA1327b', 'BNA1678'}}",POINT (4453329.365976251 2806483.7208624287),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6209,Gasmotor,Natural Gas,Combustion Engine,PP,Germany,23.31,0.4587633633633634,2011.0,2013.0,,47.856066,12.13409,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0843', 'BNA0842a', 'BNA0842b'}}",POINT (4480766.18086508 2751468.20519022),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6213,Gks,Waste,Steam Turbine,PP,Germany,24.4,0.33,1990.0,1990.0,,50.02969,10.224,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0895'}},POINT (4337051.700503886 2990837.091301036),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,80.0,400
6227,Gt,Natural Gas,Steam Turbine,PP,Germany,18.6,0.3639387096774193,1993.0,1995.0,,49.40593,11.13286,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA1444d', 'BNA1444c', 'BNA1444b', 'BNA1444a'}}",POINT (4403230.950234561 2922079.902740976),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6231,Gud Anlage,Natural Gas,CCGT,CHP,Germany,47.0,0.5985,2013.0,2013.0,,49.988218,9.155761,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1337e'}},POINT (4260451.374042213 2986548.429928103),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6242,Hausham,Oil,Steam Turbine,PP,Germany,93.6,0.3332,1982.0,1982.0,,47.752396000000005,11.839802,,0.0,0.0,0.0,{nan},"{'OPSD': {'BNA0429', 'BNA0430', 'BNA0428', 'BNA0427'}}",POINT (4459018.932023022 2739359.1120282332),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,100.0,800
6243,Hbb,Natural Gas,Steam Turbine,PP,Germany,24.0,0.3861,2001.0,2001.0,,47.79598,12.11927,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1328'}},POINT (4479843.127229118 2744761.608865062),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6308,Kwk Landshut,Natural Gas,Steam Turbine,CHP,Germany,17.6,0.4059,2019.0,2019.0,,48.5581138,12.1485812,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1934'}},POINT (4479637.053419819 2829499.5764325513),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6309,Kwk Neumarkt,Bioenergy,Steam Turbine,CHP,Germany,15.6,0.38,1997.0,1997.0,,49.26133,11.4516,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0692'}},POINT (4426676.17929876 2906410.639581642),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,40.0,200
6338,Meggle,Natural Gas,Steam Turbine,PP,Germany,15.1,0.385,2000.0,2000.0,,48.056351,12.185174,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1238'}},POINT (4483948.785561282 2773829.5437967153),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,20.0,500
6343,Mhkw Burgkirchen,Waste,Steam Turbine,PP,Germany,12.5,0.33,1994.0,1994.0,,48.18508,12.73606,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA1119'}},POINT (4524492.726207588 2789496.2256307406),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,80.0,400
6348,Mhkw Wkw,Waste,Steam Turbine,PP,Germany,9.0,0.33,1988.0,1988.0,,47.856134,12.134085,,0.0,0.0,0.0,{nan},{'OPSD': {'BNA0845'}},POINT (4480765.594533662 2751475.7482738644),DE2,DE2,1,DE,Bayern,Bayern,0.0,0,0,DE2,South,80.0,400
