,index,Bioenergy,Hard Coal,Lignite,Natural Gas,Oil,Waste
112,3712,0.0,0.0,10112.751666666663,0.0,0.0,0.0
113,3713,0.0,0.0,12148.232892163092,0.0,0.0,0.0
114,3714,0.0,0.0,12148.232892163092,0.0,0.0,0.0
115,3715,0.0,0.0,12148.232892163092,0.0,0.0,0.0
116,3716,0.0,0.0,12148.232892163092,0.0,0.0,0.0
117,3717,0.0,0.0,12148.232892163092,0.0,0.0,0.0
118,3718,0.0,0.0,12148.232892163092,0.0,0.0,0.0
119,3719,0.0,0.0,12148.232892163092,0.0,0.0,0.0
120,3720,0.0,0.0,12148.232892163092,0.0,0.0,0.0
121,3721,0.0,0.0,12148.232892163092,0.0,0.0,0.0
122,3722,0.0,0.0,12148.232892163092,0.0,0.0,0.0
123,3723,0.0,0.0,12148.232892163092,0.0,0.0,0.0
124,3724,0.0,1213.743774503573,12148.232892163092,0.0,0.0,0.0
125,3725,0.0,1722.2921078369125,12148.232892163092,0.0,0.0,0.0
126,3726,0.0,0.0,12148.232892163092,0.0,0.0,0.0
127,3727,0.0,0.0,8125.914999999994,0.0,0.0,0.0
128,3728,0.0,0.0,445.8066666666564,0.0,0.0,0.0
129,3729,0.0,0.0,35.04131531627193,0.0,0.0,0.0
130,3730,0.0,0.0,0.0,0.0,0.0,0.0
131,3731,0.0,0.0,0.0,0.0,0.0,0.0
132,3732,0.0,0.0,0.0,0.0,0.0,0.0
133,3733,0.0,0.0,0.0,0.0,0.0,0.0
134,3734,0.0,0.0,2043.1021078369142,0.0,0.0,0.0
135,3735,0.0,0.0,917.2699999999968,0.0,0.0,0.0
136,3736,0.0,0.0,10558.333333333336,0.0,0.0,0.0
137,3737,0.0,0.0,12148.232892163092,0.0,0.0,0.0
138,3738,0.0,0.0,12148.232892163092,0.0,0.0,0.0
139,3739,0.0,0.0,12148.232892163092,0.0,0.0,0.0
140,3740,0.0,0.0,12148.232892163092,0.0,0.0,0.0
141,3741,0.0,0.0,10566.918333333324,0.0,0.0,0.0
142,3742,0.0,0.0,9368.774999999998,0.0,0.0,0.0
143,3743,0.0,0.0,12148.232892163092,0.0,0.0,0.0
144,3744,0.0,0.0,12148.232892163092,0.0,0.0,0.0
145,3745,0.0,0.0,11566.311666666661,0.0,0.0,0.0
146,3746,0.0,0.0,3966.3116666666683,0.0,0.0,0.0
147,3747,0.0,0.0,1397.8766666666634,0.0,0.0,0.0
148,3748,0.0,0.0,2573.1149999999943,0.0,0.0,0.0
149,3749,0.0,0.0,10649.863333333327,0.0,0.0,0.0
150,3750,0.0,0.0,35.04131531627193,0.0,0.0,0.0
151,3751,0.0,0.0,1026.1299999999974,0.0,0.0,0.0
152,3752,0.0,0.0,0.0,0.0,0.0,0.0
153,3753,0.0,0.0,0.0,0.0,0.0,0.0
154,3754,0.0,0.0,0.0,0.0,0.0,0.0
155,3755,0.0,0.0,0.0,0.0,0.0,0.0
156,3756,0.0,0.0,0.0,0.0,0.0,0.0
157,3757,0.0,0.0,2701.5066666666644,0.0,0.0,0.0
158,3758,0.0,0.0,10404.791666666668,0.0,0.0,0.0
159,3759,0.0,828.5412782968353,12148.232892163092,0.0,0.0,0.0
160,3760,0.0,828.5412782968353,12148.232892163092,0.0,0.0,0.0
161,3761,0.0,828.5412782968353,12148.232892163092,0.0,0.0,0.0
162,3762,0.0,4484.20627071032,12148.232892163092,0.0,0.0,0.0
163,3763,0.0,6484.355441170244,12148.232892163092,0.0,0.0,0.0
164,3764,0.0,6584.58544117024,12148.232892163092,0.0,0.0,0.0
165,3765,0.0,5188.598774503573,12148.232892163092,0.0,0.0,0.0
166,3766,0.0,2296.6387745035736,12148.232892163092,0.0,0.0,0.0
167,3767,0.0,1179.5621078369056,12148.232892163092,0.0,0.0,0.0
